ID,quant,match,context,title,clauses,url,standalone,processed,precedingmodifier
12498,everyone,"everyone doesn't have the ""Soul Train"" IQ I do","The first time with The Roots. This also adds to my kind of the adage of never meet your heroes, and never get excited about anything. So if you want to know why like, you know, playing with Obama was just like another day at the office, is because, you know, when I did ""Soul Train,"" I'll probably say that was probably one of the experiences that like told me like oh, OK, everything that glitters isn't golden. The grass is always greener on the other side. Yeah. Well... And even then they told me to sort of like, you know, keep in mind that everyone doesn't have the ""Soul Train"" IQ I do, so it's not necessarily... It's not necessary to write a chapter on, you know, the stage dimensions throughout the years or that type of thing. My guest is Questlove, Ahmir Thompson, the drummer and co-founder of the hip-hop band The Roots, which is the house band for ""Late Night with Jimmy Fallon.""",Questloves Roots A Meta Memoir Of A Lifetime In Music,632,https://www.npr.org/transcripts/215829351,NONE,No,
12502,everybody,everybody doesn't think this is hilarious,"OK. Sorry. Give the - and I said, everybody doesn't think this is hilarious? And so, you know, you're right, in many ways that was a very conservative show.",Arrested No More Hurwitz On Why The Bluths Are Back,682,https://www.npr.org/transcripts/187343353,NONE,No,
12505,everything,everything's not perfect,And this level of stress that we'd always felt was there diminished. It was like draining a pool. And everything's not perfect. He's still emotionally vulnerable. And everything's not perfect. He's still emotionally vulnerable. Every day isn't great. But he's got friends he hangs out with.,An Oddly Normal Outcome For A Singular Child,428,https://www.npr.org/transcripts/164201946,NONE,No,
12506,Every day,Every day isn't great,And this level of stress that we'd always felt was there diminished. It was like draining a pool. And everything's not perfect. He's still emotionally vulnerable. And everything's not perfect. He's still emotionally vulnerable. Every day isn't great. But he's got friends he hangs out with.,An Oddly Normal Outcome For A Singular Child,428,https://www.npr.org/transcripts/164201946,NONE,No,
12509,everything,everything that's said about you is not about you,"I think I would be - I'd say - it would just make me - I'd be angry all the time. And he - he laughed at me. He said that what you've got to realize - and you would realize instantly when you're in the job, you learn this on the campaign, he said - is that virtually everything that's said about you is not about you. It's about the person who's doing the speaking.",In Meetings On The Court To Discover Obamas Way,451,https://www.npr.org/transcripts/161003362,NONE,No,
12510,everyone,everyone doesn't agree with that,There's the notion of the GM plant in Janesville. I think that there's a defense of the Janesville. I know everyone doesn't agree with that. He never said it closed under Obama.,Journalist Evaluates Obama Romney Economic Plans,373,https://www.npr.org/transcripts/160607524,NONE,No,
12512,every one of the garden plants,"every one of the garden plants that I'm about to buy to stick in my own garden are in fact not local, either","The Columbian exchange sort of underlies them all. I love the moment when you're describing being at a local nursery, and you're about to criticize them for not having more local plants when you realize - well, tell us what you realized. I realized that every one of the garden plants that I'm about to buy to stick in my own garden are in fact not local, either, and that that there's absolutely nothing in my garden that originated within 1,000 miles of my house. And I feel sort of foolish that here I am, supposedly this, you know, hip, locally aware guy, and what I'm doing is planting this enormous bed of exotic species.",In 1493 Uncovering The World Columbus Discovered,349,https://www.npr.org/transcripts/157421918,NONE,No,
12513,everybody,everybody doesn't want to direct,"Why did you want to direct it? Well, it's - directing is the best job going. I don't really understand why everybody doesn't want to direct. It's an absolutely fascinating combination of skills required and puzzles set on every possible level, emotional and practical and technical.",Hugh Lauries House No Pain No Gain,491,https://www.npr.org/transcripts/151354373,NONE,No,
12514,everybody,everybody wasn't in psychoanalysis or some kind of therapy,"When you realized what it was, did you... Mm-hmm. ...comprehend it? And I ask this because I think it's fair to say that a lot of people of your generation didn't grow up, you know, reading Freud and studying psychology, and it being, you know, everybody wasn't in psychoanalysis or some kind of therapy. Things have really changed in terms of dealing with psychological issues, and certainly with depression; our understanding of the biochemistry of depression has changed enormously.",Fresh Air Remembers Mike Wallace Of 60 Minutes,137,https://www.npr.org/transcripts/150282652,NONE,No,
12515,everything,everything's not great,"The Flight of the Concords themselves, it's a very Muppety kind of vibe: It's two wide-eyed innocents making their way through a tough New York. And so he knew what to do with that number, right from the start. And in our initial meeting with James - I'd been friends with James for a few years - but in our initial meeting on this movie, he said the movie should open with a song that's about how everything's great, but everything's not great. You know? So - but everything is kind of great in that opening.",Making The Muppets Movie Was Dream Come True,341,https://www.npr.org/transcripts/149078780,NONE,No,
12517,everybody,"everybody involved in the discussion, from the American military leaders to the Iraqi military leaders, did not think it was a good idea that all the troops leave","Yeah, the interesting thing about the fact that the troops are leaving - and, you know, I've been there this year since March, and I think the expectation on all sides was that they would be able to get a deal where some troops could stay after this year. And that of course didn't happen. And so we have them leaving at a time when just about everybody involved in the discussion, from the American military leaders to the Iraqi military leaders, did not think it was a good idea that all the troops leave, that Iraq is not ready for that. But there was always this issue in the background, which was immunity.",After US Troops Leave What Happens To Iraq,236,https://www.npr.org/transcripts/142707873,NONE,No,
12520,everybody,everybody that I spoke to didn't believe that he actually lived there,"Mr.  Well, I was in Abbottabad, where bin Laden was killed. And you know, pretty much everybody that I spoke to didn't believe that he actually lived there.  Really?",How Bin Ladens Death Has Affected AlQaida,423,https://www.npr.org/transcripts/138783681,NONE,No,
12521,every lie,every lie is not a crime,"Why aren't they named? And why isn't this criminal? And he said every lie is not a crime. And so what he was referring to are the complexities of our laws by which, you know, you have to follow certain different provisions for it to be considered a crime, and in his judgment, these lies were not crimes, and so it was a civil case, which has far lower penalties than a criminal case would have.",Why Prosecutors Dont Go After Wall Street,332,https://www.npr.org/transcripts/137789065,NONE,No,
12523,everything,everything ain't looking right,"Yes, I'm living on daydreams. Gon' buy me something I can't afford, uh huh. When the price ain't right and everything ain't looking right, but you still want it all, uh huh. This line is long but still I ponder.",Raphael Saadiq Paying Homage To Souls Past And Future,102,https://www.npr.org/transcripts/136363143,NONE,No,
12524,everything,everything can't be perfect,"But that seems to be, at least during this period of my vulnerability. And it's very funny because - I have to tell you though, my general health has always been so good, and my life has always been so fortunate, that even when this has - had, real, you know, really made my life miserable for periods of time, I still feel like a very, very lucky guy. I look around me and I think, I don't know anybody who doesn't have to solve some kinds of problems and deal with, you know, everything can't be perfect. There has to be - human beings go through things.",James Levine The Man Behind The Mets Baton,526,https://www.npr.org/transcripts/135962451,NONE,No,
12525,everything,everything isn't meant to be okay,"And can you hear the sound of hysteria? The subliminal mind  America. Welcome to a new kind of tension all across the alien nation, where everything isn't meant to be okay. Television dreams of tomorrow...  Unidentified People:  Don't want to be an American idiot, one nation controlled by the media. Don't want to be an American idiot, one nation controlled by the media  calling out to idiot America. Welcome to a new kind of tension all across the alien nation, where everything isn't meant to be okay... TERRY GROSS host: Billie Joe Armstrong, welcome to FRESH AIR.",Green Days Billie Joe Armstrong Takes Broadway,470,https://www.npr.org/transcripts/132908093,NONE,No,
12527,everybody,everybody else doesn't even know it exists,"We're looking back on the year in television with our TV critic, David Bianculli, who's brought his list of the best and worst shows of the year. ""Friday Night Lights"" is on your top 10 list. I think that's one of those shows where the people who watch it absolutely love it, and everybody else doesn't even know it exists. It's funny.",Bianculli Picks The Best And Worst TV Of 2010,625,https://www.npr.org/transcripts/132231853,NONE,No,
12528,everybody,everybody else is not doing nearly that well,"If you are very well-educated and very well-connected, if you're at the right place at the right time, if you are in finance, particularly, or if you are a CEO, if you are a top executive of a big company, you are doing marvelously well. By the first decade of this century, you are really raking in a substantial percentage of national income and also national wealth. But everybody else is not doing nearly that well. We're speaking with Robert Reich.",Reich Blames Economys Woes On Income Disparity,187,https://www.npr.org/transcripts/130189031,NONE,No,
12533,everybody,everybody there didn't know you,"Prisoners would come to you and ask you for your advice. But in the outside world, I imagine there was a time when you felt maybe just a little bit lost. It was such a large world, and everybody there didn't know you, and you didn't have maybe that same kind of power in the outside world. Mr. ",Doing Time And Doing Good In Las Angola Prison,538,https://www.npr.org/transcripts/126217412,NONE,No,
12534,everything,everything wouldnt get matted,"But that meant I couldnt sit down. So for the entire day that we're shooting this, I never sat down. And I had my arms out most of the time so everything wouldnt get matted. Mr. ",Actor Bryan Cranston Breaking With Type,302,https://www.npr.org/transcripts/124888400,NONE,No,
12536,everything,everything I said couldn't have been more wrong," Really? Mr.  Oh yeah, because, you know, his - as a reader, it's his - his journalism is something that's - you know, as a reader I'm just more sort of taken with, and his novels are, particularly ""Two Mrs. Grenvilles"" and some afterwards, I remember reading ""People Like Us,"" and Tom Wolfe's book had just come out, and I said, Dad, oh my God, this is in the same terrain, and they're going to, you know, criticize you, and it's going to be - and you're taking on these people, and it's - everything I said couldn't have been more wrong. It was his biggest seller, and I worried him about nothing.",Griffin Dunne On The Life And Work Of His Father,423,https://www.npr.org/transcripts/121458755,NONE,No,
12537,Every experience,Every experience isn't like that,"Mr.  And it isn't. Every experience isn't like that. It was a - it was a really beautiful, beautiful time.",Jason Segel Explains The Mysteries Of Guydom,831,https://www.npr.org/transcripts/113833274,NONE,No,
12538,everyone,everyone else just wasn't paying attention that week,"Well, I think I started doing her in, like, 2004 or 2005, I tried to do her a couple times. And certainly it probably was just I was - it was a process of, you know, sometimes when you're doing an impression on that show, it's just kind of because you maybe have a take on that person, or you sound or look like that person. I think that I probably got the job because everyone else just wasn't paying attention that week, because I certainly don't sound like her. We're similar but -in the way we look, but - and I didn't really have a take on her.",For Amy Poehler Comedy Is A Walk In The Park,200,https://www.npr.org/transcripts/112961878,NONE,No,
12540,Everybody,Everybody couldn't believe how it turned out,"You know, they're the on course announcers for us. Roger was following, talking with Tiger and Mark was talking with me so, following me. So it was just an emotional… Everybody couldn't believe how it turned out, because in all it was over after 9, after 10 holes everyone thought. Except for me.",The Journeyman Golfer Who Took On Tiger,324,https://www.npr.org/transcripts/104604798,NONE,No,
12544,Everybody,Everybody here Can't stop laughing,"Indeed, charm and a knack for memorable melodies is what lends Fol Chen an energy too many self-consciously hip bands lack.    Everybody here thinks I'm an idiot. Everybody here Can't stop laughing. How can that be true If I'm in love with you?",Elusive Fol Chen Offers Dark Whimsical Debut,70,https://www.npr.org/transcripts/100569984,NONE,No,
